operacao,p,q,custo_i,total_acessos,custo_medio
406,135,160,5,1545,3.8054187192118225
407,157,132,4,1549,3.805896805896806
408,599,624,4,1553,3.8063725490196076
409,451,426,4,1557,3.806845965770171
410,162,187,5,1562,3.8097560975609754
411,502,477,5,1567,3.812652068126521
412,508,483,5,1572,3.8155339805825244
413,141,140,4,1576,3.8159806295399514
414,303,328,4,1580,3.816425120772947
415,551,576,5,1585,3.819277108433735
416,471,446,6,1591,3.824519230769231
417,161,160,12,1603,3.8441247002398082
418,465,490,5,1608,3.84688995215311
419,3,2,3,1611,3.844868735083532
420,138,113,7,1618,3.8523809523809525
421,309,284,4,1622,3.852731591448931
422,452,451,5,1627,3.8554502369668247
423,414,413,9,1636,3.867612293144208
424,540,565,5,1641,3.8702830188679247
425,210,185,6,1647,3.875294117647059
426,350,325,5,1652,3.8779342723004695
427,383,382,6,1658,3.882903981264637
428,2,1,3,1661,3.880841121495327
429,598,623,6,1667,3.885780885780886
430,97,72,3,1670,3.883720930232558
431,485,460,4,1674,3.8839907192575405
432,315,316,4,1678,3.884259259259259
433,19,20,3,1681,3.8822170900692843
434,31,32,3,1684,3.880184331797235
435,546,521,10,1694,3.8942528735632185
436,320,321,5,1699,3.896788990825688
437,29,54,3,1702,3.8947368421052633
438,330,331,5,1707,3.8972602739726026
439,92,67,3,1710,3.8952164009111616
440,480,505,10,1720,3.909090909090909
441,274,249,4,1724,3.909297052154195
442,22,47,3,1727,3.9072398190045248
443,304,279,6,1733,3.9119638826185104
444,493,468,6,1739,3.9166666666666665
445,424,423,4,1743,3.9168539325842695
446,39,40,3,1746,3.914798206278027
447,164,165,3,1749,3.912751677852349
448,269,268,5,1754,3.9151785714285716
449,445,446,5,1759,3.917594654788419
450,228,203,3,1762,3.9155555555555557
451,384,409,7,1769,3.9223946784922394
452,390,365,8,1777,3.9314159292035398
453,283,308,6,1783,3.93598233995585
454,374,399,3,1786,3.933920704845815
455,361,386,10,1796,3.9472527472527474
456,94,119,5,1801,3.949561403508772
457,237,262,7,1808,3.9562363238512037
458,43,68,4,1812,3.9563318777292578
459,295,270,4,1816,3.9564270152505445
460,400,425,5,1821,3.958695652173913
461,360,335,6,1827,3.963123644251627
462,122,121,6,1833,3.9675324675324677
463,469,468,5,1838,3.9697624190064795
464,189,188,7,1845,3.976293103448276
465,377,352,7,1852,3.9827956989247313
466,367,342,11,1863,3.9978540772532187
467,67,42,5,1868,4.0
468,616,591,7,1875,4.006410256410256
469,442,467,3,1878,4.004264392324094
470,558,533,4,1882,4.004255319148936
471,395,394,8,1890,4.012738853503185
472,3,28,6,1896,4.016949152542373
473,476,477,4,1900,4.016913319238901
474,257,258,8,1908,4.025316455696203
475,280,281,9,1917,4.03578947368421
476,517,542,5,1922,4.03781512605042
477,505,504,7,1929,4.044025157232705
478,302,301,9,1938,4.054393305439331
479,14,15,3,1941,4.052192066805845
480,523,498,10,1951,4.064583333333333
481,393,368,8,1959,4.072765072765073
482,46,71,3,1962,4.070539419087137
483,141,142,5,1967,4.072463768115942
484,477,452,8,1975,4.080578512396694
485,535,510,11,1986,4.094845360824742
486,237,238,7,1993,4.100823045267489
487,232,231,5,1998,4.102669404517454
488,5,6,6,2004,4.10655737704918
489,75,50,4,2008,4.106339468302658
490,278,253,9,2017,4.116326530612245
491,68,69,3,2020,4.114052953156823
492,584,559,3,2023,4.111788617886178
493,503,504,3,2026,4.109533468559838
494,281,282,10,2036,4.1214574898785425
495,19,44,7,2043,4.127272727272727
496,411,410,7,2050,4.133064516129032
497,290,265,4,2054,4.132796780684105
498,579,554,4,2058,4.132530120481928
499,85,84,11,2069,4.1462925851703405
500,65,66,5,2074,4.148
501,9,8,9,2083,4.157684630738523
502,484,459,9,2092,4.1673306772908365
503,427,402,3,2095,4.165009940357853
504,195,196,5,2100,4.166666666666667
505,617,618,5,2105,4.1683168316831685
506,418,443,6,2111,4.17193675889328
507,101,126,7,2118,4.177514792899408
508,268,243,8,2126,4.18503937007874
509,92,117,5,2131,4.18664047151277
510,290,315,8,2139,4.194117647058824
511,562,561,9,2148,4.203522504892368
512,255,280,11,2159,4.216796875
513,488,487,4,2163,4.216374269005848
514,578,603,9,2172,4.22568093385214
515,80,79,4,2176,4.225242718446602
516,57,58,15,2191,4.246124031007752
517,77,78,4,2195,4.245647969052224
518,417,418,6,2201,4.249034749034749
519,246,271,3,2204,4.246628131021194
520,95,96,3,2207,4.244230769230769
521,234,233,9,2216,4.253358925143954
522,530,555,4,2220,4.252873563218391
523,543,568,5,2225,4.254302103250478
524,396,397,4,2229,4.2538167938931295
525,22,23,4,2233,4.253333333333333
526,29,28,6,2239,4.256653992395437
527,502,527,19,2258,4.2846299810246675
528,12,13,5,2263,4.285984848484849
529,217,216,5,2268,4.287334593572779
530,522,547,15,2283,4.307547169811321
531,357,332,6,2289,4.3107344632768365
532,543,518,6,2295,4.31390977443609
533,151,176,3,2298,4.311444652908068
534,69,70,8,2306,4.318352059925093
535,556,557,4,2310,4.317757009345795
536,247,248,6,2316,4.32089552238806
537,513,538,9,2325,4.329608938547486
538,204,205,8,2333,4.336431226765799
539,604,605,5,2338,4.337662337662338
540,528,527,15,2353,4.357407407407408
541,455,456,17,2370,4.380776340110906
542,624,623,7,2377,4.385608856088561
543,284,285,4,2381,4.384898710865562
544,27,26,6,2387,4.387867647058823
545,94,95,7,2394,4.392660550458715
546,486,511,11,2405,4.404761904761905
547,192,167,11,2416,4.416819012797075
548,372,347,5,2421,4.4178832116788325
549,129,104,6,2427,4.420765027322404
550,349,374,5,2432,4.421818181818182
551,313,314,10,2442,4.431941923774954
552,354,329,12,2454,4.445652173913044
553,294,293,10,2464,4.455696202531645
554,377,378,14,2478,4.472924187725631
555,291,290,11,2489,4.484684684684685
556,433,408,10,2499,4.494604316546763
557,57,56,12,2511,4.508078994614004
558,215,190,8,2519,4.514336917562724
559,467,492,11,2530,4.525939177101968
560,383,408,15,2545,4.544642857142857
561,569,594,9,2554,4.552584670231729
562,209,208,13,2567,4.567615658362989
563,2,27,8,2575,4.573712255772646
564,466,491,12,2587,4.586879432624113
565,147,122,6,2593,4.589380530973451
566,112,113,18,2611,4.613074204946996
567,21,46,4,2615,4.6119929453262785
568,284,259,14,2629,4.628521126760563
569,563,538,8,2637,4.634446397188049
570,392,417,16,2653,4.65438596491228
571,458,433,11,2664,4.665499124343257
572,464,465,20,2684,4.6923076923076925
573,297,298,6,2690,4.694589877835951
574,336,361,25,2715,4.729965156794425
575,607,582,4,2719,4.728695652173913
576,553,554,16,2735,4.748263888888889
577,225,200,13,2748,4.7625649913344885
578,186,211,21,2769,4.790657439446367
579,33,34,13,2782,4.804835924006908
580,237,212,14,2796,4.820689655172414
581,52,51,6,2802,4.822719449225473
582,620,595,8,2810,4.828178694158075
583,492,517,20,2830,4.854202401372213
584,585,610,3,2833,4.851027397260274
585,257,282,19,2852,4.875213675213676
586,520,545,13,2865,4.889078498293515
587,541,540,24,2889,4.9216354344122655
588,269,244,11,2900,4.931972789115647
589,609,584,4,2904,4.930390492359932
590,109,84,12,2916,4.942372881355932
591,247,246,5,2921,4.9424703891708965
592,562,537,11,2932,4.952702702702703
593,172,197,3,2935,4.949409780775717
594,166,167,13,2948,4.962962962962963
595,264,265,17,2965,4.983193277310924
596,129,130,8,2973,4.988255033557047
597,89,114,3,2976,4.984924623115578
598,204,179,17,2993,5.005016722408027
599,51,76,5,2998,5.005008347245409
600,415,390,32,3030,5.05
601,54,53,9,3039,5.05657237936772
602,219,244,16,3055,5.074750830564784
603,491,490,24,3079,5.106135986733002
604,494,493,17,3096,5.125827814569536
605,87,62,29,3125,5.1652892561983474
606,158,183,18,3143,5.186468646864687
607,517,518,29,3172,5.225700164744646
608,358,359,17,3189,5.245065789473684
609,105,104,19,3208,5.267651888341543
610,285,260,13,3221,5.280327868852459
611,343,318,20,3241,5.304418985270049
612,348,347,6,3247,5.305555555555555
613,615,614,20,3267,5.32952691680261
614,169,144,30,3297,5.369706840390879
615,53,78,16,3313,5.386991869918699
616,494,495,8,3321,5.391233766233766
617,576,577,46,3367,5.457050243111832
618,23,24,3,3370,5.453074433656958
619,22,21,7,3377,5.455573505654281
620,41,40,10,3387,5.462903225806452
621,467,466,40,3427,5.518518518518518
622,112,87,37,3464,5.569131832797428
623,245,220,4,3468,5.56661316211878
624,442,441,39,3507,5.6201923076923075
625,411,436,20,3527,5.6432
626,256,257,42,3569,5.701277955271565
627,469,494,28,3597,5.7368421052631575
628,441,416,44,3641,5.797770700636943
629,132,107,26,3667,5.829888712241654
630,468,467,39,3706,5.882539682539683
631,345,344,45,3751,5.944532488114104
632,608,609,4,3755,5.9414556962025316
633,358,333,23,3778,5.9684044233807265
634,418,419,23,3801,5.995268138801261
635,430,429,3,3804,5.990551181102362
636,130,131,13,3817,6.001572327044025
637,127,128,37,3854,6.050235478806908
638,115,90,20,3874,6.072100313479623
639,364,365,56,3930,6.150234741784038
640,296,271,3,3933,6.1453125
641,260,235,30,3963,6.182527301092044
642,229,228,26,3989,6.213395638629284
643,232,257,51,4040,6.283048211508554
644,189,190,40,4080,6.3354037267080745
645,234,235,45,4125,6.395348837209302
646,195,170,24,4149,6.422600619195046
647,117,118,8,4157,6.425038639876353
648,487,486,24,4181,6.452160493827161
649,203,204,26,4207,6.482280431432974
650,142,117,22,4229,6.506153846153846
651,582,583,3,4232,6.500768049155146
652,561,536,47,4279,6.5628834355828225
653,7,32,23,4302,6.588055130168454
654,387,388,31,4333,6.625382262996942
655,333,334,33,4366,6.665648854961832
656,420,421,4,4370,6.661585365853658
657,317,292,54,4424,6.7336377473363775
658,327,352,30,4454,6.768996960486322
659,564,563,46,4500,6.828528072837633
660,39,14,6,4506,6.827272727272727
661,177,152,45,4551,6.885022692889561
662,144,119,33,4584,6.924471299093655
663,426,401,65,4649,7.012066365007541
664,248,223,7,4656,7.0120481927710845
665,566,567,60,4716,7.091729323308271
666,53,28,38,4754,7.138138138138138
667,106,131,29,4783,7.170914542728636
668,473,472,7,4790,7.1706586826347305
669,525,526,36,4826,7.213751868460388
670,327,302,33,4859,7.2522388059701495
671,382,381,34,4893,7.292101341281669
672,222,197,8,4901,7.293154761904762
673,610,609,4,4905,7.288261515601783
674,522,521,14,4919,7.298219584569733
675,291,316,57,4976,7.371851851851852
676,339,338,33,5009,7.409763313609467
677,328,329,65,5074,7.4948301329394384
678,31,56,30,5104,7.528023598820059
679,247,222,7,5111,7.527245949926362
680,185,186,60,5171,7.604411764705882
681,554,529,56,5227,7.675477239353891
682,393,392,63,5290,7.756598240469208
683,108,83,55,5345,7.825768667642753
684,514,489,41,5386,7.874269005847953
685,48,23,5,5391,7.87007299270073
686,37,12,38,5429,7.91399416909621
687,46,45,11,5440,7.918486171761281
688,25,0,3,5443,7.911337209302325
689,463,462,18,5461,7.925979680696662
690,101,76,42,5503,7.975362318840579
691,11,10,60,5563,8.050651230101302
692,548,573,19,5582,8.066473988439306
693,137,112,59,5641,8.13997113997114
694,123,124,27,5668,8.167146974063401
695,359,360,48,5716,8.224460431654677
696,489,490,42,5758,8.272988505747126
697,368,367,67,5825,8.357245337159254
698,71,96,10,5835,8.359598853868194
699,229,230,63,5898,8.437768240343347
700,496,495,16,5914,8.448571428571428
701,366,365,66,5980,8.530670470756062
702,86,85,63,6043,8.608262108262108
703,496,497,5,6048,8.603129445234709
704,482,481,69,6117,8.688920454545455
705,326,301,74,6191,8.781560283687943
706,278,303,73,6264,8.872521246458923
707,139,114,28,6292,8.899575671852899
708,71,70,17,6309,8.911016949152541
709,275,276,79,6388,9.0098730606488
710,223,198,17,6405,9.02112676056338
711,590,565,67,6472,9.10267229254571
712,496,521,13,6485,9.10814606741573
713,16,41,16,6501,9.11781206171108
714,501,476,74,6575,9.208683473389355
715,371,370,39,6614,9.25034965034965
716,511,536,61,6675,9.322625698324023
717,577,602,41,6716,9.366806136680614
718,37,38,71,6787,9.452646239554317
719,423,422,10,6797,9.453407510431154
720,71,72,9,6806,9.452777777777778
721,399,424,16,6822,9.461858529819695
722,171,146,63,6885,9.53601108033241
723,32,33,39,6924,9.576763485477178
724,157,182,62,6986,9.649171270718233
725,608,583,4,6990,9.641379310344828
726,474,499,14,7004,9.647382920110193
727,205,206,73,7077,9.73452544704264
728,539,514,75,7152,9.824175824175825
729,601,600,42,7194,9.868312757201647
730,419,420,27,7221,9.891780821917807
731,208,183,80,7301,9.987688098495212
732,537,538,65,7366,10.062841530054644
733,110,85,75,7441,10.151432469304229
734,105,130,61,7502,10.220708446866485
735,288,289,38,7540,10.258503401360544
736,455,430,46,7586,10.307065217391305
737,531,532,79,7665,10.400271370420624
738,337,338,57,7722,10.463414634146341
739,227,202,52,7774,10.519621109607577
740,120,145,72,7846,10.602702702702702
741,559,534,48,7894,10.653171390013496
742,261,262,75,7969,10.73989218328841
743,241,216,74,8043,10.825033647375506
744,379,354,73,8116,10.908602150537634
